"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Poland (PL)","Actual Total Load [MW] - Poland (PL)"
"01.11.2024 01:15 - 01.11.2024 01:30","13750","14041"
"01.11.2024 01:30 - 01.11.2024 01:45","13650","13993"
"01.11.2024 01:45 - 01.11.2024 02:00","13550","13657"
"01.11.2024 02:00 - 01.11.2024 02:15","13450","14007"
"01.11.2024 02:15 - 01.11.2024 02:30","13350","13935"
"01.11.2024 02:30 - 01.11.2024 02:45","13300","13979"
"01.11.2024 02:45 - 01.11.2024 03:00","13250","13969"
"01.11.2024 03:00 - 01.11.2024 03:15","13200","13888"
"01.11.2024 03:15 - 01.11.2024 03:30","13200","13913"
"01.11.2024 03:30 - 01.11.2024 03:45","13200","13926"
"01.11.2024 03:45 - 01.11.2024 04:00","13200","13937"
"01.11.2024 04:00 - 01.11.2024 04:15","13200","13892"
"01.11.2024 04:15 - 01.11.2024 04:30","13200","13963"
"01.11.2024 04:30 - 01.11.2024 04:45","13200","13859"
"01.11.2024 04:45 - 01.11.2024 05:00","13200","13824"
"01.11.2024 05:00 - 01.11.2024 05:15","13200","13823"
"01.11.2024 05:15 - 01.11.2024 05:30","13200","13809"
"01.11.2024 05:30 - 01.11.2024 05:45","13200","13921"
"01.11.2024 05:45 - 01.11.2024 06:00","13200","13762"
"01.11.2024 06:00 - 01.11.2024 06:15","13200","13860"
"01.11.2024 06:15 - 01.11.2024 06:30","13200","13673"
"01.11.2024 06:30 - 01.11.2024 06:45","13250","13928"
"01.11.2024 06:45 - 01.11.2024 07:00","13450","14029"
"01.11.2024 07:00 - 01.11.2024 07:15","13700","14015"
"01.11.2024 07:15 - 01.11.2024 07:30","13900","14145"
"01.11.2024 07:30 - 01.11.2024 07:45","14150","14472"
"01.11.2024 07:45 - 01.11.2024 08:00","14400","14625"
"01.11.2024 08:00 - 01.11.2024 08:15","14650","14765"
"01.11.2024 08:15 - 01.11.2024 08:30","14850","15069"
"01.11.2024 08:30 - 01.11.2024 08:45","14950","15048"
"01.11.2024 08:45 - 01.11.2024 09:00","15000","15253"
"01.11.2024 09:00 - 01.11.2024 09:15","15000","14879"
"01.11.2024 09:15 - 01.11.2024 09:30","15000","14646"
"01.11.2024 09:30 - 01.11.2024 09:45","15000","14517"
"01.11.2024 09:45 - 01.11.2024 10:00","15000","14407"
"01.11.2024 10:00 - 01.11.2024 10:15","14950","14184"
"01.11.2024 10:15 - 01.11.2024 10:30","14750","14056"
"01.11.2024 10:30 - 01.11.2024 10:45","14600","13690"
"01.11.2024 10:45 - 01.11.2024 11:00","14450","13741"
"01.11.2024 11:00 - 01.11.2024 11:15","14350","13534"
"01.11.2024 11:15 - 01.11.2024 11:30","14300","13575"
"01.11.2024 11:30 - 01.11.2024 11:45","14300","13420"
"01.11.2024 11:45 - 01.11.2024 12:00","14300","13420"
"01.11.2024 12:00 - 01.11.2024 12:15","14300","13432"
"01.11.2024 12:15 - 01.11.2024 12:30","14300","13224"
"01.11.2024 12:30 - 01.11.2024 12:45","14300","13247"
"01.11.2024 12:45 - 01.11.2024 13:00","14300","13370"
"01.11.2024 13:00 - 01.11.2024 13:15","14300","13672"
"01.11.2024 13:15 - 01.11.2024 13:30","14300","13677"
"01.11.2024 13:30 - 01.11.2024 13:45","14300","13712"
"01.11.2024 13:45 - 01.11.2024 14:00","14300","13755"
"01.11.2024 14:00 - 01.11.2024 14:15","14300","14118"
"01.11.2024 14:15 - 01.11.2024 14:30","14300","14234"
"01.11.2024 14:30 - 01.11.2024 14:45","14300","14448"
"01.11.2024 14:45 - 01.11.2024 15:00","14300","14530"
"01.11.2024 15:00 - 01.11.2024 15:15","14450","14632"
"01.11.2024 15:15 - 01.11.2024 15:30","14600","14904"
"01.11.2024 15:30 - 01.11.2024 15:45","14700","15069"
"01.11.2024 15:45 - 01.11.2024 16:00","14850","15165"
"01.11.2024 16:00 - 01.11.2024 16:15","15100","15463"
"01.11.2024 16:15 - 01.11.2024 16:30","15400","15785"
"01.11.2024 16:30 - 01.11.2024 16:45","15800","16114"
"01.11.2024 16:45 - 01.11.2024 17:00","16100","16255"
"01.11.2024 17:00 - 01.11.2024 17:15","16150","16378"
"01.11.2024 17:15 - 01.11.2024 17:30","16200","16511"
"01.11.2024 17:30 - 01.11.2024 17:45","16200","16297"
"01.11.2024 17:45 - 01.11.2024 18:00","16200","16485"
"01.11.2024 18:00 - 01.11.2024 18:15","16200","16565"
"01.11.2024 18:15 - 01.11.2024 18:30","16200","16600"
"01.11.2024 18:30 - 01.11.2024 18:45","16200","16621"
"01.11.2024 18:45 - 01.11.2024 19:00","16200","16596"
"01.11.2024 19:00 - 01.11.2024 19:15","16200","16594"
"01.11.2024 19:15 - 01.11.2024 19:30","16200","16622"
"01.11.2024 19:30 - 01.11.2024 19:45","16200","16497"
"01.11.2024 19:45 - 01.11.2024 20:00","16200","16504"
"01.11.2024 20:00 - 01.11.2024 20:15","16100","16215"
"01.11.2024 20:15 - 01.11.2024 20:30","15950","16168"
"01.11.2024 20:30 - 01.11.2024 20:45","15750","16016"
"01.11.2024 20:45 - 01.11.2024 21:00","15550","15842"
"01.11.2024 21:00 - 01.11.2024 21:15","15400","15527"
"01.11.2024 21:15 - 01.11.2024 21:30","15200","15536"
"01.11.2024 21:30 - 01.11.2024 21:45","15000","15210"
"01.11.2024 21:45 - 01.11.2024 22:00","14800","14978"
"01.11.2024 22:00 - 01.11.2024 22:15","14700","15065"
"01.11.2024 22:15 - 01.11.2024 22:30","14500","14864"
"01.11.2024 22:30 - 01.11.2024 22:45","14200","14548"
"01.11.2024 22:45 - 01.11.2024 23:00","13950","14102"
"01.11.2024 23:00 - 01.11.2024 23:15","13750","14144"
"01.11.2024 23:15 - 01.11.2024 23:30","13500","13885"
"01.11.2024 23:30 - 01.11.2024 23:45","13200","13490"
"01.11.2024 23:45 - 02.11.2024 00:00","13000","13156"
"02.11.2024 00:00 - 02.11.2024 00:15","12950","12998"
"02.11.2024 00:15 - 02.11.2024 00:30","12900","12908"
"02.11.2024 00:30 - 02.11.2024 00:45","12850","12728"
"02.11.2024 00:45 - 02.11.2024 01:00","12800","12601"
"02.11.2024 01:00 - 02.11.2024 01:15","12750","12779"
"02.11.2024 01:15 - 02.11.2024 01:30","12700","12365"
"02.11.2024 01:30 - 02.11.2024 01:45","12700","12601"
"02.11.2024 01:45 - 02.11.2024 02:00","12700","12512"
"02.11.2024 02:00 - 02.11.2024 02:15","12700","12564"
"02.11.2024 02:15 - 02.11.2024 02:30","12700","12363"
"02.11.2024 02:30 - 02.11.2024 02:45","12700","12375"
"02.11.2024 02:45 - 02.11.2024 03:00","12700","12323"
"02.11.2024 03:00 - 02.11.2024 03:15","12700","12229"
"02.11.2024 03:15 - 02.11.2024 03:30","12700","12183"
"02.11.2024 03:30 - 02.11.2024 03:45","12700","12317"
"02.11.2024 03:45 - 02.11.2024 04:00","12800","12334"
"02.11.2024 04:00 - 02.11.2024 04:15","12900","12638"
"02.11.2024 04:15 - 02.11.2024 04:30","12950","12556"
"02.11.2024 04:30 - 02.11.2024 04:45","13100","12568"
"02.11.2024 04:45 - 02.11.2024 05:00","13300","12833"
"02.11.2024 05:00 - 02.11.2024 05:15","13450","12932"
"02.11.2024 05:15 - 02.11.2024 05:30","13650","13097"
"02.11.2024 05:30 - 02.11.2024 05:45","13900","13351"
"02.11.2024 05:45 - 02.11.2024 06:00","14150","13557"
"02.11.2024 06:00 - 02.11.2024 06:15","14300","13954"
"02.11.2024 06:15 - 02.11.2024 06:30","14450","13825"
"02.11.2024 06:30 - 02.11.2024 06:45","14750","14025"
"02.11.2024 06:45 - 02.11.2024 07:00","15000","14375"
"02.11.2024 07:00 - 02.11.2024 07:15","15300","14438"
"02.11.2024 07:15 - 02.11.2024 07:30","15600","14980"
"02.11.2024 07:30 - 02.11.2024 07:45","15900","15098"
"02.11.2024 07:45 - 02.11.2024 08:00","16200","15593"
"02.11.2024 08:00 - 02.11.2024 08:15","16450","16010"
"02.11.2024 08:15 - 02.11.2024 08:30","16750","16370"
"02.11.2024 08:30 - 02.11.2024 08:45","16950","16514"
"02.11.2024 08:45 - 02.11.2024 09:00","17200","16538"
"02.11.2024 09:00 - 02.11.2024 09:15","17400","16767"
"02.11.2024 09:15 - 02.11.2024 09:30","17500","16784"
"02.11.2024 09:30 - 02.11.2024 09:45","17500","16893"
"02.11.2024 09:45 - 02.11.2024 10:00","17500","16736"
"02.11.2024 10:00 - 02.11.2024 10:15","17500","17057"
"02.11.2024 10:15 - 02.11.2024 10:30","17450","16806"
"02.11.2024 10:30 - 02.11.2024 10:45","17300","16650"
"02.11.2024 10:45 - 02.11.2024 11:00","17100","16536"
"02.11.2024 11:00 - 02.11.2024 11:15","17000","16708"
"02.11.2024 11:15 - 02.11.2024 11:30","16900","16611"
"02.11.2024 11:30 - 02.11.2024 11:45","16850","16449"
"02.11.2024 11:45 - 02.11.2024 12:00","16800","16573"
"02.11.2024 12:00 - 02.11.2024 12:15","16700","16520"
"02.11.2024 12:15 - 02.11.2024 12:30","16700","16724"
"02.11.2024 12:30 - 02.11.2024 12:45","16700","16502"
"02.11.2024 12:45 - 02.11.2024 13:00","16700","16481"
"02.11.2024 13:00 - 02.11.2024 13:15","16700","16647"
"02.11.2024 13:15 - 02.11.2024 13:30","16700","16800"
"02.11.2024 13:30 - 02.11.2024 13:45","16850","16909"
"02.11.2024 13:45 - 02.11.2024 14:00","16900","16877"
"02.11.2024 14:00 - 02.11.2024 14:15","16950","16849"
"02.11.2024 14:15 - 02.11.2024 14:30","17000","17068"
"02.11.2024 14:30 - 02.11.2024 14:45","17000","17011"
"02.11.2024 14:45 - 02.11.2024 15:00","17000","17029"
"02.11.2024 15:00 - 02.11.2024 15:15","17000","17149"
"02.11.2024 15:15 - 02.11.2024 15:30","17050","17324"
"02.11.2024 15:30 - 02.11.2024 15:45","17150","17420"
"02.11.2024 15:45 - 02.11.2024 16:00","17300","17346"
"02.11.2024 16:00 - 02.11.2024 16:15","17500","17769"
"02.11.2024 16:15 - 02.11.2024 16:30","17850","17980"
"02.11.2024 16:30 - 02.11.2024 16:45","18350","18251"
"02.11.2024 16:45 - 02.11.2024 17:00","18550","18528"
"02.11.2024 17:00 - 02.11.2024 17:15","18700","18534"
"02.11.2024 17:15 - 02.11.2024 17:30","18700","18635"
"02.11.2024 17:30 - 02.11.2024 17:45","18700","18482"
"02.11.2024 17:45 - 02.11.2024 18:00","18650","18313"
"02.11.2024 18:00 - 02.11.2024 18:15","18600","18390"
"02.11.2024 18:15 - 02.11.2024 18:30","18550","18476"
"02.11.2024 18:30 - 02.11.2024 18:45","18500","18425"
"02.11.2024 18:45 - 02.11.2024 19:00","18450","18308"
"02.11.2024 19:00 - 02.11.2024 19:15","18400","18407"
"02.11.2024 19:15 - 02.11.2024 19:30","18350","18324"
"02.11.2024 19:30 - 02.11.2024 19:45","18300","18331"
"02.11.2024 19:45 - 02.11.2024 20:00","18250","18196"
"02.11.2024 20:00 - 02.11.2024 20:15","18150","18207"
"02.11.2024 20:15 - 02.11.2024 20:30","17950","17903"
"02.11.2024 20:30 - 02.11.2024 20:45","17750","17727"
"02.11.2024 20:45 - 02.11.2024 21:00","17450","17548"
"02.11.2024 21:00 - 02.11.2024 21:15","17200","17292"
"02.11.2024 21:15 - 02.11.2024 21:30","16900","17034"
"02.11.2024 21:30 - 02.11.2024 21:45","16700","16813"
"02.11.2024 21:45 - 02.11.2024 22:00","16350","16624"
"02.11.2024 22:00 - 02.11.2024 22:15","16100","16363"
"02.11.2024 22:15 - 02.11.2024 22:30","15900","16197"
"02.11.2024 22:30 - 02.11.2024 22:45","15600","15833"
"02.11.2024 22:45 - 02.11.2024 23:00","15350","15620"
"02.11.2024 23:00 - 02.11.2024 23:15","15050","15286"
"02.11.2024 23:15 - 02.11.2024 23:30","14850","15063"
"02.11.2024 23:30 - 02.11.2024 23:45","14600","14793"
"02.11.2024 23:45 - 03.11.2024 00:00","14350","14489"
"03.11.2024 00:00 - 03.11.2024 00:15","14150","14425"
"03.11.2024 00:15 - 03.11.2024 00:30","14000","14270"
"03.11.2024 00:30 - 03.11.2024 00:45","13850","14192"
"03.11.2024 00:45 - 03.11.2024 01:00","13700","13938"
"03.11.2024 01:00 - 03.11.2024 01:15","13600","13773"
"03.11.2024 01:15 - 03.11.2024 01:30","13450","13730"
"03.11.2024 01:30 - 03.11.2024 01:45","13300","13675"
"03.11.2024 01:45 - 03.11.2024 02:00","13200","13469"
"03.11.2024 02:00 - 03.11.2024 02:15","13150","13357"
"03.11.2024 02:15 - 03.11.2024 02:30","13100","13304"
"03.11.2024 02:30 - 03.11.2024 02:45","13050","13334"
"03.11.2024 02:45 - 03.11.2024 03:00","13050","13154"
"03.11.2024 03:00 - 03.11.2024 03:15","13050","13208"
"03.11.2024 03:15 - 03.11.2024 03:30","13050","13205"
"03.11.2024 03:30 - 03.11.2024 03:45","13050","13116"
"03.11.2024 03:45 - 03.11.2024 04:00","13100","13234"
"03.11.2024 04:00 - 03.11.2024 04:15","13150","13252"
"03.11.2024 04:15 - 03.11.2024 04:30","13200","13319"
"03.11.2024 04:30 - 03.11.2024 04:45","13250","13485"
"03.11.2024 04:45 - 03.11.2024 05:00","13300","13439"
"03.11.2024 05:00 - 03.11.2024 05:15","13350","13530"
"03.11.2024 05:15 - 03.11.2024 05:30","13450","13658"
"03.11.2024 05:30 - 03.11.2024 05:45","13500","13680"
"03.11.2024 05:45 - 03.11.2024 06:00","13600","13748"
"03.11.2024 06:00 - 03.11.2024 06:15","13700","13762"
"03.11.2024 06:15 - 03.11.2024 06:30","13750","13843"
"03.11.2024 06:30 - 03.11.2024 06:45","13750","13756"
"03.11.2024 06:45 - 03.11.2024 07:00","13850","13899"
"03.11.2024 07:00 - 03.11.2024 07:15","14000","14164"
"03.11.2024 07:15 - 03.11.2024 07:30","14200","14324"
"03.11.2024 07:30 - 03.11.2024 07:45","14450","14535"
"03.11.2024 07:45 - 03.11.2024 08:00","14700","14800"
"03.11.2024 08:00 - 03.11.2024 08:15","14950","15057"
"03.11.2024 08:15 - 03.11.2024 08:30","15250","15371"
"03.11.2024 08:30 - 03.11.2024 08:45","15500","15579"
"03.11.2024 08:45 - 03.11.2024 09:00","15700","15554"
"03.11.2024 09:00 - 03.11.2024 09:15","15900","15716"
"03.11.2024 09:15 - 03.11.2024 09:30","16050","15708"
"03.11.2024 09:30 - 03.11.2024 09:45","16200","15994"
"03.11.2024 09:45 - 03.11.2024 10:00","16200","15969"
"03.11.2024 10:00 - 03.11.2024 10:15","16200","16147"
"03.11.2024 10:15 - 03.11.2024 10:30","16150","16024"
"03.11.2024 10:30 - 03.11.2024 10:45","16050","15974"
"03.11.2024 10:45 - 03.11.2024 11:00","15950","16076"
"03.11.2024 11:00 - 03.11.2024 11:15","15850","15971"
"03.11.2024 11:15 - 03.11.2024 11:30","15800","16138"
"03.11.2024 11:30 - 03.11.2024 11:45","15750","15978"
"03.11.2024 11:45 - 03.11.2024 12:00","15750","15925"
"03.11.2024 12:00 - 03.11.2024 12:15","15750","15801"
"03.11.2024 12:15 - 03.11.2024 12:30","15750","16155"
"03.11.2024 12:30 - 03.11.2024 12:45","15750","16193"
"03.11.2024 12:45 - 03.11.2024 13:00","15800","16080"
"03.11.2024 13:00 - 03.11.2024 13:15","15850","16317"
"03.11.2024 13:15 - 03.11.2024 13:30","15900","16293"
"03.11.2024 13:30 - 03.11.2024 13:45","15950","16307"
"03.11.2024 13:45 - 03.11.2024 14:00","16000","16194"
"03.11.2024 14:00 - 03.11.2024 14:15","16000","16454"
"03.11.2024 14:15 - 03.11.2024 14:30","16000","16342"
"03.11.2024 14:30 - 03.11.2024 14:45","16000","16369"
"03.11.2024 14:45 - 03.11.2024 15:00","16000","16351"
"03.11.2024 15:00 - 03.11.2024 15:15","16000","16604"
"03.11.2024 15:15 - 03.11.2024 15:30","16050","16609"
"03.11.2024 15:30 - 03.11.2024 15:45","16200","16546"
"03.11.2024 15:45 - 03.11.2024 16:00","16400","16862"
"03.11.2024 16:00 - 03.11.2024 16:15","16800","17113"
"03.11.2024 16:15 - 03.11.2024 16:30","17250","17398"
"03.11.2024 16:30 - 03.11.2024 16:45","17650","17717"
"03.11.2024 16:45 - 03.11.2024 17:00","17850","17524"
"03.11.2024 17:00 - 03.11.2024 17:15","17900","17974"
"03.11.2024 17:15 - 03.11.2024 17:30","17900","17807"
"03.11.2024 17:30 - 03.11.2024 17:45","17900","17892"
"03.11.2024 17:45 - 03.11.2024 18:00","17900","17893"
"03.11.2024 18:00 - 03.11.2024 18:15","17900","17823"
"03.11.2024 18:15 - 03.11.2024 18:30","17900","18090"
"03.11.2024 18:30 - 03.11.2024 18:45","17900","18092"
"03.11.2024 18:45 - 03.11.2024 19:00","17900","18177"
"03.11.2024 19:00 - 03.11.2024 19:15","17900","18060"
"03.11.2024 19:15 - 03.11.2024 19:30","17900","18079"
"03.11.2024 19:30 - 03.11.2024 19:45","17850","18224"
"03.11.2024 19:45 - 03.11.2024 20:00","17750","17750"
"03.11.2024 20:00 - 03.11.2024 20:15","17600","17871"
"03.11.2024 20:15 - 03.11.2024 20:30","17450","17513"
"03.11.2024 20:30 - 03.11.2024 20:45","17200","17419"
"03.11.2024 20:45 - 03.11.2024 21:00","16950","17085"
"03.11.2024 21:00 - 03.11.2024 21:15","16700","16849"
"03.11.2024 21:15 - 03.11.2024 21:30","16450","16650"
"03.11.2024 21:30 - 03.11.2024 21:45","16250","16326"
"03.11.2024 21:45 - 03.11.2024 22:00","16000","16205"
"03.11.2024 22:00 - 03.11.2024 22:15","15800","16162"
"03.11.2024 22:15 - 03.11.2024 22:30","15650","15771"
"03.11.2024 22:30 - 03.11.2024 22:45","15500","15667"
"03.11.2024 22:45 - 03.11.2024 23:00","15200","15215"
"03.11.2024 23:00 - 03.11.2024 23:15","15000","15072"
"03.11.2024 23:15 - 03.11.2024 23:30","14750","14755"
"03.11.2024 23:30 - 03.11.2024 23:45","14500","14682"
"03.11.2024 23:45 - 04.11.2024 00:00","14250","14403"
"04.11.2024 00:00 - 04.11.2024 00:15","14100","14221"
"04.11.2024 00:15 - 04.11.2024 00:30","13950","13980"
"04.11.2024 00:30 - 04.11.2024 00:45","13850","13844"
"04.11.2024 00:45 - 04.11.2024 01:00","13750","13697"
"04.11.2024 01:00 - 04.11.2024 01:15","13700","13834"
"04.11.2024 01:15 - 04.11.2024 01:30","13650","13682"
"04.11.2024 01:30 - 04.11.2024 01:45","13600","13727"
"04.11.2024 01:45 - 04.11.2024 02:00","13600","13622"
"04.11.2024 02:00 - 04.11.2024 02:15","13600","13588"
"04.11.2024 02:15 - 04.11.2024 02:30","13600","13545"
"04.11.2024 02:30 - 04.11.2024 02:45","13600","13705"
"04.11.2024 02:45 - 04.11.2024 03:00","13600","13511"
"04.11.2024 03:00 - 04.11.2024 03:15","13650","13639"
"04.11.2024 03:15 - 04.11.2024 03:30","13700","13572"
"04.11.2024 03:30 - 04.11.2024 03:45","13800","13536"
"04.11.2024 03:45 - 04.11.2024 04:00","13900","13717"
"04.11.2024 04:00 - 04.11.2024 04:15","14150","13808"
"04.11.2024 04:15 - 04.11.2024 04:30","14300","13984"
"04.11.2024 04:30 - 04.11.2024 04:45","14550","14234"
"04.11.2024 04:45 - 04.11.2024 05:00","14800","14343"
"04.11.2024 05:00 - 04.11.2024 05:15","15200","14873"
"04.11.2024 05:15 - 04.11.2024 05:30","15600","15204"
"04.11.2024 05:30 - 04.11.2024 05:45","16200","15723"
"04.11.2024 05:45 - 04.11.2024 06:00","16950","16536"
"04.11.2024 06:00 - 04.11.2024 06:15","18150","17913"
"04.11.2024 06:15 - 04.11.2024 06:30","18700","18335"
"04.11.2024 06:30 - 04.11.2024 06:45","19250","18861"
"04.11.2024 06:45 - 04.11.2024 07:00","19750","19385"
"04.11.2024 07:00 - 04.11.2024 07:15","20350","19997"
"04.11.2024 07:15 - 04.11.2024 07:30","20550","20401"
"04.11.2024 07:30 - 04.11.2024 07:45","20750","20677"
"04.11.2024 07:45 - 04.11.2024 08:00","21100","20999"
"04.11.2024 08:00 - 04.11.2024 08:15","21350","21365"
"04.11.2024 08:15 - 04.11.2024 08:30","21500","21535"
"04.11.2024 08:30 - 04.11.2024 08:45","21500","21807"
"04.11.2024 08:45 - 04.11.2024 09:00","21500","21795"
"04.11.2024 09:00 - 04.11.2024 09:15","21507","21829"
"04.11.2024 09:15 - 04.11.2024 09:30","21507","21945"
"04.11.2024 09:30 - 04.11.2024 09:45","21414","21925"
"04.11.2024 09:45 - 04.11.2024 10:00","21072","21665"
"04.11.2024 10:00 - 04.11.2024 10:15","21083","21337"
"04.11.2024 10:15 - 04.11.2024 10:30","21183","21591"
"04.11.2024 10:30 - 04.11.2024 10:45","21237","21712"
"04.11.2024 10:45 - 04.11.2024 11:00","21286","21638"
"04.11.2024 11:00 - 04.11.2024 11:15","21338","21745"
"04.11.2024 11:15 - 04.11.2024 11:30","21387","21536"
"04.11.2024 11:30 - 04.11.2024 11:45","21437","21821"
"04.11.2024 11:45 - 04.11.2024 12:00","21438","21647"
"04.11.2024 12:00 - 04.11.2024 12:15","21438","21680"
"04.11.2024 12:15 - 04.11.2024 12:30","21438","21658"
"04.11.2024 12:30 - 04.11.2024 12:45","21438","21647"
"04.11.2024 12:45 - 04.11.2024 13:00","21438","21651"
"04.11.2024 13:00 - 04.11.2024 13:15","21538","21758"
"04.11.2024 13:15 - 04.11.2024 13:30","21488","21750"
"04.11.2024 13:30 - 04.11.2024 13:45","21280","21574"
"04.11.2024 13:45 - 04.11.2024 14:00","20870","21091"
"04.11.2024 14:00 - 04.11.2024 14:15","21269","21465"
"04.11.2024 14:15 - 04.11.2024 14:30","21368","21602"
"04.11.2024 14:30 - 04.11.2024 14:45","21369","21822"
"04.11.2024 14:45 - 04.11.2024 15:00","21369","21696"
"04.11.2024 15:00 - 04.11.2024 15:15","21368","21515"
"04.11.2024 15:15 - 04.11.2024 15:30","21518","21847"
"04.11.2024 15:30 - 04.11.2024 15:45","21768","21916"
"04.11.2024 15:45 - 04.11.2024 16:00","21668","22063"
"04.11.2024 16:00 - 04.11.2024 16:15","22018","21925"
"04.11.2024 16:15 - 04.11.2024 16:30","22418","22411"
"04.11.2024 16:30 - 04.11.2024 16:45","22668","22909"
"04.11.2024 16:45 - 04.11.2024 17:00","22668","22808"
"04.11.2024 17:00 - 04.11.2024 17:15","22567","22878"
"04.11.2024 17:15 - 04.11.2024 17:30","22510","22737"
"04.11.2024 17:30 - 04.11.2024 17:45","22457","22816"
"04.11.2024 17:45 - 04.11.2024 18:00","22064","22436"
"04.11.2024 18:00 - 04.11.2024 18:15","22064","22481"
"04.11.2024 18:15 - 04.11.2024 18:30","22064","22551"
"04.11.2024 18:30 - 04.11.2024 18:45","22064","22734"
"04.11.2024 18:45 - 04.11.2024 19:00","22063","22593"
"04.11.2024 19:00 - 04.11.2024 19:15","22014","22527"
"04.11.2024 19:15 - 04.11.2024 19:30","21964","22542"
"04.11.2024 19:30 - 04.11.2024 19:45","21864","22490"
"04.11.2024 19:45 - 04.11.2024 20:00","21764","22284"
"04.11.2024 20:00 - 04.11.2024 20:15","21563","22189"
"04.11.2024 20:15 - 04.11.2024 20:30","21313","21969"
"04.11.2024 20:30 - 04.11.2024 20:45","21113","21720"
"04.11.2024 20:45 - 04.11.2024 21:00","20764","21376"
"04.11.2024 21:00 - 04.11.2024 21:15","20414","21028"
"04.11.2024 21:15 - 04.11.2024 21:30","20064","20559"
"04.11.2024 21:30 - 04.11.2024 21:45","19514","20068"
"04.11.2024 21:45 - 04.11.2024 22:00","18765","19288"
"04.11.2024 22:00 - 04.11.2024 22:15","18614","19116"
"04.11.2024 22:15 - 04.11.2024 22:30","18314","18972"
"04.11.2024 22:30 - 04.11.2024 22:45","18015","18445"
"04.11.2024 22:45 - 04.11.2024 23:00","17664","18173"
"04.11.2024 23:00 - 04.11.2024 23:15","17365","17652"
"04.11.2024 23:15 - 04.11.2024 23:30","17065","17476"
"04.11.2024 23:30 - 04.11.2024 23:45","16765","17225"
"04.11.2024 23:45 - 05.11.2024 00:00","16465","16964"
"05.11.2024 00:00 - 05.11.2024 00:15","16200","16802"
"05.11.2024 00:15 - 05.11.2024 00:30","16000","16648"
"05.11.2024 00:30 - 05.11.2024 00:45","15850","16466"
"05.11.2024 00:45 - 05.11.2024 01:00","15750","16342"
"05.11.2024 01:00 - 05.11.2024 01:15","15650","16217"
"05.11.2024 01:15 - 05.11.2024 01:30","15550","16029"
"05.11.2024 01:30 - 05.11.2024 01:45","15450","15990"
"05.11.2024 01:45 - 05.11.2024 02:00","15400","15739"
"05.11.2024 02:00 - 05.11.2024 02:15","15400","15650"
"05.11.2024 02:15 - 05.11.2024 02:30","15400","15883"
"05.11.2024 02:30 - 05.11.2024 02:45","15400","15797"
"05.11.2024 02:45 - 05.11.2024 03:00","15400","15895"
"05.11.2024 03:00 - 05.11.2024 03:15","15400","15846"
"05.11.2024 03:15 - 05.11.2024 03:30","15400","15864"
"05.11.2024 03:30 - 05.11.2024 03:45","15400","15897"
"05.11.2024 03:45 - 05.11.2024 04:00","15500","15899"
"05.11.2024 04:00 - 05.11.2024 04:15","15650","16184"
"05.11.2024 04:15 - 05.11.2024 04:30","15800","16302"
"05.11.2024 04:30 - 05.11.2024 04:45","15950","16537"
"05.11.2024 04:45 - 05.11.2024 05:00","16100","16696"
